Year,Area,SubArea,Address,BuildingType,LandArea,Pricepsf,Price,Tenure,BuiltUp,min_dist_airport_10km,min_dist_hospital_2km,min_dist_school_2km,dist_conv_store_2km,dist_train_10km,dist_min_police_2km,dist_bus_500m,no_hospital_2km,no_train_station_10km,no_conv_store_2km,no_manufacturing_1km,no_police_2km,no_bus_station_500m,no_school_1km,Population,CPI,CityArea.km2.,Pop.Density
2016,Shah Alam,100 D KAMPUNG LOMBONG,JALAN LOMBONG TIMAH 3,EMPTY PLOT - DEVELOPMENT PLOT,6674,49,330000,LEASEHOLD,0 ftA2,NA,1556.809405,396.8664203,NA,3778.164933,NA,NA,1,3,0,0,0,0,5,617118.9,116.18,290.3,2125.797106
2017,Shah Alam,SEKSYEN 7 SHAH ALAM,JALAN 7/37A,DETACHED PLOT - RESIDENTIAL USE,7998,98,783804,LEASEHOLD,0 ftA2,NA,NA,NA,444.2469174,NA,NA,NA,0,0,8,0,0,0,0,645523.9,120.25,290.3,2223.644161
2017,Shah Alam,SEKSYEN 7 SHAH ALAM,JALAN KAMELIN 7/8,DETACHED PLOT - RESIDENTIAL USE,19849,68,1350000,LEASEHOLD,0 ftA2,NA,NA,49.24377771,NA,8823.355463,NA,NA,0,1,0,2,0,0,1,645523.9,120.25,290.3,2223.644161
2017,Shah Alam,SEKSYEN 7 SHAH ALAM,JALAN 7/3,DETACHED PLOT - RESIDENTIAL USE,8536,94,800000,LEASEHOLD,0 ftA2,NA,NA,49.24377771,NA,8823.355463,NA,NA,0,1,0,2,0,0,1,645523.9,120.25,290.3,2223.644161
2017,Shah Alam,KAMPUNG BARU SUBANG,JALAN 2C,EMPTY PLOT - DEVELOPMENT PLOT,37878,42,1590884,LEASEHOLD,0 ftA2,NA,NA,248.8767484,NA,NA,NA,NA,0,0,0,0,0,0,20,645523.9,120.25,290.3,2223.644161
2017,Shah Alam,KAMPUNG BARU SUBANG,JALAN 2C,EMPTY PLOT - DEVELOPMENT PLOT,37889,42,1591789,LEASEHOLD,0 ftA2,NA,NA,248.8767484,NA,NA,NA,NA,0,0,0,0,0,0,20,645523.9,120.25,290.3,2223.644161
2017,Shah Alam,KAMPUNG BARU SUBANG,LORONG 5D,DETACHED PLOT - RESIDENTIAL USE,5184,39,200000,LEASEHOLD,0 ftA2,2864.265453,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,645523.9,120.25,290.3,2223.644161
2017,Shah Alam,KAMPUNG BARU SUBANG,JALAN PEKAN SUBANG,EMPTY PLOT - DEVELOPMENT PLOT,39396,53,2100000,LEASEHOLD,0 ftA2,NA,NA,NA,884.184059,1152.504426,1820.164072,NA,0,4,7,0,2,0,0,645523.9,120.25,290.3,2223.644161
2017,Shah Alam,91D-MUKIM KELANG OFF JALAN SUNGAI KANDIS,SUNGAI KANDIS,EMPTY PLOT - DEVELOPMENT PLOT,169884,16,2704205,FREEHOLD,0 ftA2,NA,NA,NA,728.2076902,NA,958.3873453,NA,0,0,20,20,3,0,0,645523.9,120.25,290.3,2223.644161
2017,Shah Alam,91D-MUKIM KELANG OFF JALAN SUNGAI KANDIS,SUNGAI KANDIS,EMPTY PLOT - DEVELOPMENT PLOT,178596,16,2861718,FREEHOLD,0 ftA2,NA,NA,NA,728.2076902,NA,958.3873453,NA,0,0,20,20,3,0,0,645523.9,120.25,290.3,2223.644161
2017,Shah Alam,100A,JALAN PADU 25/127,DEVELOPMENT LAND,196020,49,9604980,FREEHOLD,0 ftA2,NA,NA,49.24377771,NA,8823.355463,NA,NA,0,1,0,2,0,0,1,645523.9,120.25,290.3,2223.644161
2017,Shah Alam,KOTA KEMUNING,ANGGERIK ARANDA 31/170F,EMPTY PLOT - DEVELOPMENT PLOT,6222,119,738000,LEASEHOLD,0 ftA2,232.7290519,NA,NA,NA,3522.318746,1631.260679,NA,0,12,0,0,2,0,0,645523.9,120.25,290.3,2223.644161
2017,Shah Alam,ELMINA EAST INDUSTRIAL,JALAN METEOR U16/153A ELMINA EAST,DETACHED PLOT - INDUSTRIAL USE,56628,120,6699785,FREEHOLD,0 ftA2,NA,NA,49.24377771,NA,8823.355463,NA,NA,0,1,0,2,0,0,1,645523.9,120.25,290.3,2223.644161
2016,Shah Alam,PEKAN BARU SUBANG,PUSAT BANDAR SUBANG UTAMA,EMPTY PLOT - DEVELOPMENT PLOT,1798,164,295000,LEASEHOLD,0 ftA2,NA,NA,NA,1717.071547,NA,1698.620039,NA,0,0,1,0,2,0,0,617118.9,116.18,290.3,2125.797106
2017,Subang Jaya,PUTRA HEIGHTS,JALAN PUTRA KAYANGAN 4/2A,SEMI-D PLOT - RESIDENTIAL USE,4047,220,891000,FREEHOLD,0 ftA2,NA,NA,86.06539158,NA,345.5578831,NA,156.7502214,0,12,0,0,0,5,20,909219,120.25,70,12988.84286
2017,Subang Jaya,PUTRA HEIGHTS,JALAN PUTRA KAYANGAN 4/2A,DETACHED PLOT - RESIDENTIAL USE,4790,223,1069900,FREEHOLD,0 ftA2,NA,NA,86.06539158,NA,345.5578831,NA,156.7502214,0,12,0,0,0,5,20,909219,120.25,70,12988.84286
