Year,Area,SubArea,Address,BuildingType,LandArea,Pricepsf,Price,Tenure,BuiltUp,min_dist_airport_10km,min_dist_hospital_2km,min_dist_school_2km,dist_conv_store_2km,dist_train_10km,dist_min_police_2km,dist_bus_500m,no_hospital_2km,no_train_station_10km,no_conv_store_2km,no_manufacturing_1km,no_police_2km,no_bus_station_500m,no_school_1km,Population,CPI,CityArea.km2.,Pop.Density
2016,Ampang jaya,DATARAN PANDAN PRIMA,DATARAN PANDAN PRIMA,DETACHED PLOT - COMMERCIAL USE,52272,90,4700000,LEASEHOLD,0 ftA2,9862.786342,914.4076832,74.02341758,NA,7480.612018,NA,401.3436497,2,1,0,1,0,1,5,942827.1,116.18,143.5,6570.223693
2015,Ampang jaya,TAMAN CEMPAKA,JALAN CEMPAKA 7,DETACHED PLOT - RESIDENTIAL USE,5363,78,420000,LEASEHOLD,0 ftA2,8372.680723,808.0037028,199.378943,599.5607362,9030.51983,NA,NA,3,2,20,20,0,0,10,916181.7,114.35,143.5,6384.541463
2015,Ampang jaya,TAMAN CEMPAKA,JALAN CEMPAKA 3,EMPTY PLOT - DEVELOPMENT PLOT,3369,252,850000,LEASEHOLD,0 ftA2,7087.592937,NA,753.6057697,NA,NA,NA,NA,0,0,0,2,0,0,1,916181.7,114.35,143.5,6384.541463
2016,Ampang jaya,TAMAN NIRWANA,JALAN NIRWANA 43,EMPTY PLOT - DEVELOPMENT PLOT,873,11,10000,LEASEHOLD,0 ftA2,4929.27512,144.6771189,127.4208527,98.17599656,6906.02912,201.0924914,149.3437967,20,13,20,20,6,13,20,942827.1,116.18,143.5,6570.223693
2014,Ampang jaya,TAMAN NIRWANA,JALAN 13A,DETACHED PLOT - RESIDENTIAL USE,5363,84,450000,LEASEHOLD,0 ftA2,6541.241531,434.4784498,48.47194028,195.5400296,8016.553303,1481.835109,84.48005387,20,7,20,20,3,11,20,889536.2,110.85,143.5,6198.858537
2013,Ampang jaya,JALAN BUKIT BELACAN,JALAN BUKIT BELACHAN,DEVELOPMENT LAND,108900,45,4900000,LEASEHOLD,0 ftA2,6114.83156,296.8980273,290.495402,241.8780353,6414.602175,1406.19098,74.18046127,20,4,19,20,1,7,16,862890.8,107.1,143.5,6013.176307
2016,Ampang jaya,KAMPUNG MELAYU AMPANG TAMBAHAN,JALAN 5,DETACHED PLOT - RESIDENTIAL USE,3714,81,300000,LEASEHOLD,0 ftA2,6006.077726,279.9162877,4.176606361,59.93714618,7859.363278,752.6507146,51.72194096,20,10,20,20,5,7,20,942827.1,116.18,143.5,6570.223693
2016,Ampang jaya,ONE AMPANG AVENUE,ONE AMPANG AVENUE,TERRACE PLOT - COMMERCIAL USE,1600,331,530000,LEASEHOLD,0 ftA2,5128.218874,171.8022753,62.13662228,228.3984927,5526.324552,788.3665607,199.0351523,20,14,20,20,5,13,20,942827.1,116.18,143.5,6570.223693
2014,Ampang jaya,TAMAN AMPANG JAYA,JALAN 9A,DETACHED PLOT - RESIDENTIAL USE,4994,80,400000,LEASEHOLD,0 ftA2,6009.250282,486.5232809,382.3077417,424.2609003,7457.744162,1352.746543,7.80266721,20,9,20,20,6,14,20,889536.2,110.85,143.5,6198.858537
2015,Ampang jaya,TAMAN BUKIT PERMAI,JALAN BUKIT PERMAI,TERRACE PLOT - RESIDENTIAL USE,3186,35,112000,LEASEHOLD,0 ftA2,6006.077726,279.9162877,4.176606361,59.93714618,7859.363278,752.6507146,51.72194096,20,10,20,20,5,7,20,916181.7,114.35,143.5,6384.541463
2017,Ampang jaya,TAMAN BUKIT TERATAI,JALAN 1/3,TERRACE PLOT - RESIDENTIAL USE,1259,8,10000,LEASEHOLD,0 ftA2,7827.401763,NA,NA,1439.124987,5147.339171,1991.672326,NA,0,2,2,20,1,0,0,969472.6,120.25,143.5,6755.90662
2015,Ampang jaya,TAMAN DAGANG,JALAN DAGANG B/1,SEMI-D PLOT - RESIDENTIAL USE,4316,595,2570000,LEASEHOLD,"2,314 ftA2",NA,1281.69327,71.33929048,367.3267282,2748.106422,NA,NA,1,2,20,20,0,0,20,916181.7,114.35,143.5,6384.541463
2016,Ampang jaya,TAMAN DAGANG JAYA,JALAN DAGANG 21,EMPTY PLOT - INDUSTRIAL USE,468,6814,3188888,FREEHOLD,0 ftA2,6355.892196,333.6611532,169.0540031,395.5624049,8242.281648,558.4875409,272.4290526,20,8,20,20,5,14,20,942827.1,116.18,143.5,6570.223693
2016,Ampang jaya,TAMAN PANDAN MEWAH,JALAN 10/1,EMPTY PLOT - DEVELOPMENT PLOT,1216,469,570000,LEASEHOLD,"1,103 ftA2",NA,1133.050075,480.0095909,NA,4012.093616,NA,NA,2,5,0,20,0,0,2,942827.1,116.18,143.5,6570.223693
2017,Ampang jaya,TAMAN SRI AMPANG,PERSIARAN DESA AMPANG,TERRACE PLOT - COMMERCIAL USE,1642,305,500000,LEASEHOLD,0 ftA2,9862.786342,914.4076832,74.02341758,NA,7480.612018,NA,401.3436497,2,1,0,1,0,1,5,969472.6,120.25,143.5,6755.90662
2014,Ampang jaya,TAMAN SRI RAYA,JALAN MERDEKA,TERRACE PLOT - RESIDENTIAL USE,2220,232,516000,LEASEHOLD,0 ftA2,5933.300982,203.35585,43.96498342,269.4541571,5627.220257,1058.398018,58.73440202,20,10,20,20,4,6,20,889536.2,110.85,143.5,6198.858537
2017,Balakong,KAWASAN PERUSAHAAN RINGAN BALAKONG,JALAN KPB 6,DETACHED PLOT - INDUSTRIAL USE,36860,98,3600000,LEASEHOLD,0 ftA2,5630.685596,1052.680567,454.3882594,739.6714331,7308.332397,860.3613777,417.8402266,20,9,19,20,5,2,15,90884.76,120.25,28.7,3166.716376
2017,Balakong,KAWASAN PERUSAHAAN RINGAN BALAKONG,JALAN KPB 6,DETACHED PLOT - INDUSTRIAL USE,36482,99,3600000,LEASEHOLD,0 ftA2,5630.685596,1052.680567,454.3882594,739.6714331,7308.332397,860.3613777,417.8402266,20,9,19,20,5,2,15,90884.76,120.25,28.7,3166.716376
2016,Balakong,TAMAN CHERAS JAYA,JALAN CJ 2,DETACHED PLOT - RESIDENTIAL USE,12260,32,390000,LEASEHOLD,0 ftA2,4797.474448,610.2463866,207.1844453,518.4237245,4855.329767,974.1401098,391.1324998,17,4,15,20,2,2,16,89159.97,116.18,28.7,3106.619164
2012,Balakong,TAMAN CHERAS JAYA,JALAN CJ 2,DETACHED PLOT - RESIDENTIAL USE,12260,32,390000,LEASEHOLD,0 ftA2,4797.474448,610.2463866,207.1844453,518.4237245,4855.329767,974.1401098,391.1324998,17,4,15,20,2,2,16,82260.82,105,28.7,2866.230662
2016,Balakong,JALAN BALAKONG,OFF JALAN BALAKONG,EMPTY PLOT - INDUSTRIAL USE,95832,105,9942545,FREEHOLD,0 ftA2,7827.401763,NA,NA,1439.124987,5147.339171,1991.672326,NA,0,2,2,20,1,0,0,89159.97,116.18,28.7,3106.619164
2014,Balakong,JALAN BALAKONG,JALAN KB 1/3 KAMPUNG BARU BALAKONG,EMPTY PLOT - DEVELOPMENT PLOT,1518,198,300000,LEASEHOLD,0 ftA2,6457.068663,949.0387764,231.8249765,902.2155725,8238.708589,424.2332004,NA,20,7,20,20,7,0,17,69302,110.85,28.7,2414.703833
2016,Balakong,TAMAN INDUSTRI BALAKONG JAYA,OFF JALAN BALAKONG,EMPTY PLOT - INDUSTRIAL USE,121968,78,9618571,FREEHOLD,0 ftA2,7827.401763,NA,NA,1439.124987,5147.339171,1991.672326,NA,0,2,2,20,1,0,0,89159.97,116.18,28.7,3106.619164
2014,Balakong,TAMAN INDUSTRI BALAKONG JAYA,OFF JALAN BALAKONG,EMPTY PLOT - INDUSTRIAL USE,52272,70,3604650,FREEHOLD,0 ftA2,7827.401763,NA,NA,1439.124987,5147.339171,1991.672326,NA,0,2,2,20,1,0,0,69302,110.85,28.7,2414.703833
2014,Balakong,TAMAN INDUSTRI BALAKONG JAYA,OFF JALAN BALAKONG,EMPTY PLOT - INDUSTRIAL USE,52272,70,3604650,FREEHOLD,0 ftA2,7827.401763,NA,NA,1439.124987,5147.339171,1991.672326,NA,0,2,2,20,1,0,0,69302,110.85,28.7,2414.703833
2014,Balakong,TAMAN INDUSTRI BALAKONG JAYA,OFF JALAN BALAKONG,EMPTY PLOT - INDUSTRIAL USE,82764,98,8194172,FREEHOLD,0 ftA2,7827.401763,NA,NA,1439.124987,5147.339171,1991.672326,NA,0,2,2,20,1,0,0,69302,110.85,28.7,2414.703833
2013,Balakong,TAMAN INDUSTRI BALAKONG JAYA,KAWASAN PERINDUSTRIAN BELAKANG JAYA,EMPTY PLOT - INDUSTRIAL USE,78408,105,8216131,FREEHOLD,0 ftA2,7604.450428,522.3404946,18.44252365,113.061731,8714.076072,NA,101.5554423,9,4,20,20,0,7,20,83985.61,107.1,28.7,2926.327875
2013,Balakong,KAMPUNG BARU BALAKONG,KAMPUNG BARU BALAKONG,DETACHED PLOT - RESIDENTIAL USE,5066,134,680000,LEASEHOLD,0 ftA2,6355.892196,333.6611532,169.0540031,395.5624049,8242.281648,558.4875409,272.4290526,20,8,20,20,5,14,20,83985.61,107.1,28.7,2926.327875
2012,Balakong,KAMPUNG BARU BALAKONG,JALAN KB 1/12,DETACHED PLOT - RESIDENTIAL USE,6493,12,74668,LEASEHOLD,0 ftA2,3911.244715,451.6993283,64.89913865,436.9140559,5714.96804,500.0131341,254.4543997,20,15,20,20,6,17,20,82260.82,105,28.7,2866.230662
2013,Balakong,OFF JALAN BALAKONG,BANDAR DAMAI PERDANA,EMPTY PLOT - DEVELOPMENT PLOT,43560,52,2296265,FREEHOLD,0 ftA2,4720.129011,141.6113893,115.0509746,190.4939172,6562.56649,121.8590042,108.3174926,20,11,20,20,6,10,20,83985.61,107.1,28.7,2926.327875
2013,Balakong,OFF JALAN BALAKONG,JALAN CHERAS PERDANA,EMPTY PLOT - DEVELOPMENT PLOT,43560,12,511200,LEASEHOLD,0 ftA2,5791.240852,340.1663127,71.30188822,360.6198347,7616.043444,702.4206241,79.99880511,20,8,20,20,7,8,20,83985.61,107.1,28.7,2926.327875
2013,Balakong,OFF JALAN BALAKONG,OFF JALAN BALAKONG/KAWASAN INDUSTRI BALAKONG,AGRICULTURE PLOT,344124,27,9300000,FREEHOLD,0 ftA2,7000.809683,141.7408439,70.52992751,411.9720957,8289.150517,1757.394015,91.56771238,16,6,20,20,2,10,20,83985.61,107.1,28.7,2926.327875
2013,Balakong,OFF JALAN BALAKONG (KAJANG),TEMPAT SUNGAI BALAK,DEVELOPMENT LAND,95832,46,4400000,FREEHOLD,0 ftA2,4877.248696,217.7101883,287.8378985,299.2427838,6771.433348,305.0735411,91.42020178,20,12,20,20,6,9,20,83985.61,107.1,28.7,2926.327875
2012,Balakong,OFF JALAN BALAKONG (KAJANG),SBLH TAMAN IMPIAN INDAH,DEVELOPMENT LAND,38858,8,300000,LEASEHOLD,0 ftA2,2165.136319,1022.851009,343.6781143,580.329109,2534.528186,541.5323802,105.5024443,20,18,20,20,6,14,20,82260.82,105,28.7,2866.230662
2016,Batu Arang,SUNGAI BAKAU,JALAN BATU ARANG,DETACHED PLOT - RESIDENTIAL USE,2626,15,40000,LEASEHOLD,0 ftA2,6468.818549,300.9350856,192.4242009,195.9187487,7203.805474,608.7085546,210.8719563,20,8,20,20,3,18,20,24075.01,116.18,86.1,279.6168409
2016,Batu Arang,SUNGAI BAKAU,OFF JALAN RAWANG / BATU ARANG,DETACHED PLOT - RESIDENTIAL USE,3272,21,70000,LEASEHOLD,0 ftA2,NA,514.6058357,109.5525723,317.4928943,6499.869915,104.9163307,65.40443148,5,3,13,20,1,6,20,24075.01,116.18,86.1,279.6168409
2015,Batu Arang,SUNGAI BAKAU,JALAN BATU ARANG,DETACHED PLOT - RESIDENTIAL USE,3208,22,70000,LEASEHOLD,0 ftA2,6468.818549,300.9350856,192.4242009,195.9187487,7203.805474,608.7085546,210.8719563,20,8,20,20,3,18,20,23614.62,114.35,86.1,274.2696864
2015,Batu Arang,SUNGAI BAKAU,JALAN BATU ARANG,DETACHED PLOT - RESIDENTIAL USE,2400,13,30000,LEASEHOLD,0 ftA2,6468.818549,300.9350856,192.4242009,195.9187487,7203.805474,608.7085546,210.8719563,20,8,20,20,3,18,20,23614.62,114.35,86.1,274.2696864
2014,Batu Arang,KOTA PUTRI BANDAR BARU BATU ARANG,JALAN 12/2C,DETACHED PLOT - RESIDENTIAL USE,4004,21,83000,LEASEHOLD,0 ftA2,4865.366624,289.5180783,236.0458487,235.7118491,5032.092194,812.0748332,204.7791503,20,15,20,20,5,4,20,23311.62,110.85,86.1,270.7505226
2014,Batu Arang,KOTA PUTRI BANDAR BARU BATU ARANG,JALAN 12/2H,DETACHED PLOT - RESIDENTIAL USE,6900,24,165600,LEASEHOLD,0 ftA2,5791.240852,340.1663127,71.30188822,360.6198347,7616.043444,702.4206241,79.99880511,20,8,20,20,7,8,20,23311.62,110.85,86.1,270.7505226
2014,Batu Arang,"KAMPUNG SIMPAH UTARA&SELATAN, BATU ARANG",JALAN BATU ARANG,DETACHED PLOT - RESIDENTIAL USE,10138,13,135000,LEASEHOLD,0 ftA2,6468.818549,300.9350856,192.4242009,195.9187487,7203.805474,608.7085546,210.8719563,20,8,20,20,3,18,20,23311.62,110.85,86.1,270.7505226
2014,Batu Arang,BATU ARANG,JALAN BANDAR TASIK PUTERI,AGRICULTURE PLOT,65340,20,1289376,LEASEHOLD,0 ftA2,4477.243112,87.99652448,NA,111.1312961,6364.205148,186.7187729,264.4632582,20,15,20,20,6,8,0,23311.62,110.85,86.1,270.7505226
2014,Batu Arang,BATU ARANG,OFF PEKAN BATU ARANG,AGRICULTURE PLOT,43560,3,150000,LEASEHOLD,0 ftA2,583.0837694,12.41636469,0,425.6762923,547.7959707,284.6007383,279.2590716,20,9,20,20,2,6,20,23311.62,110.85,86.1,270.7505226
2014,Batu Arang,BATU ARANG,OFF PEKAN BATU ARANG,AGRICULTURE PLOT,65340,5,359370,LEASEHOLD,0 ftA2,583.0837694,12.41636469,0,425.6762923,547.7959707,284.6007383,279.2590716,20,9,20,20,2,6,20,23311.62,110.85,86.1,270.7505226
2014,Batu Arang,BATU ARANG,RANTAU PANJANG,AGRICULTURE PLOT,65340,1,81000,LEASEHOLD,0 ftA2,4477.956595,612.8970682,10.34957927,57.17875683,6319.501507,1107.652566,268.0884501,20,13,20,20,8,9,20,23311.62,110.85,86.1,270.7505226
2013,Batu Arang,BATU ARANG,OFF PEKAN BATU ARANG,AGRICULTURE PLOT,43560,5,220000,LEASEHOLD,0 ftA2,583.0837694,12.41636469,0,425.6762923,547.7959707,284.6007383,279.2590716,20,9,20,20,2,6,20,23018.84,107.1,86.1,267.3500581
2014,Batu Arang,RUMAH MURAH BATU ARANG,JALAN BANGLO,DETACHED PLOT - RESIDENTIAL USE,82764,2,200000,LEASEHOLD,0 ftA2,7827.401763,NA,NA,1439.124987,5147.339171,1991.672326,NA,0,2,2,20,1,0,0,23311.62,110.85,86.1,270.7505226
2017,Beranang,BANDAR TASIK KESUMA,JALAN KESUMA 6/5,DETACHED PLOT - RESIDENTIAL USE,7233,25,180000,FREEHOLD,0 ftA2,5828.230881,445.9239527,197.0171967,394.2940498,7737.470637,633.6675796,172.2710287,20,7,20,20,7,8,20,15526.77,120.25,110,141.1524545
2017,Beranang,BANDAR TASIK KESUMA,JALAN KESUMA 6/10,DETACHED PLOT - RESIDENTIAL USE,11227,34,380000,FREEHOLD,0 ftA2,3317.351305,1047.924131,463.304184,733.1789965,3541.50727,895.1890379,NA,17,4,17,20,3,0,8,15526.77,120.25,110,141.1524545
2017,Beranang,ECO MAJESTIC,ECO MAJESTIC 3/1D,DETACHED PLOT - RESIDENTIAL USE,7890,142,1120000,FREEHOLD,0 ftA2,4847.797579,318.9549251,143.3309405,456.8348388,6763.254019,NA,174.2841211,20,12,20,20,0,7,20,15526.77,120.25,110,141.1524545
2016,Beranang,KAMPUNG RINCING HILIR,JALAN UTAMA DESA MAHKOTA,DETACHED PLOT - RESIDENTIAL USE,3746,15,55000,LEASEHOLD,0 ftA2,5403.873067,581.2188916,221.0934689,598.9850316,5175.117222,552.0671209,NA,20,11,20,20,5,0,20,15332.69,116.18,110,139.3880909
2015,Beranang,KAMPUNG RINCING HILIR,JALAN UTAMA DESA MAHKOTA,DETACHED PLOT - RESIDENTIAL USE,3746,24,90000,LEASEHOLD,0 ftA2,5403.873067,581.2188916,221.0934689,598.9850316,5175.117222,552.0671209,NA,20,11,20,20,5,0,20,15039.48,114.35,110,136.7225455
2014,Beranang,KAMPUNG RINCING HILIR,JALAN UTAMA DESA MAHKOTA,DETACHED PLOT - RESIDENTIAL USE,3326,33,110000,LEASEHOLD,0 ftA2,5403.873067,581.2188916,221.0934689,598.9850316,5175.117222,552.0671209,NA,20,11,20,20,5,0,20,14846.51,110.85,110,134.9682727
2010,Beranang,KAMPUNG RINCING HILIR,JALAN UTAMA DESA MAHKOTA,DETACHED PLOT - RESIDENTIAL USE,3746,15,55000,LEASEHOLD,0 ftA2,5403.873067,581.2188916,221.0934689,598.9850316,5175.117222,552.0671209,NA,20,11,20,20,5,0,20,13871.52,#N/A,110,126.1047273
2016,Beranang,OFF JALAN BERANANG,BERANANG HILIR,AGRICULTURE PLOT,43560,4,155000,FREEHOLD,0 ftA2,3911.244715,451.6993283,64.89913865,436.9140559,5714.96804,500.0131341,254.4543997,20,15,20,20,6,17,20,15332.69,116.18,110,139.3880909
2016,Beranang,P/L 3004,JALAN RINCHING TENGAH,DETACHED PLOT - RESIDENTIAL USE,5995,32,192000,FREEHOLD,0 ftA2,7969.893952,435.3044807,316.3831073,563.891445,8553.975254,1970.319645,406.9442793,6,3,20,20,1,1,20,15332.69,116.18,110,139.3880909
2015,Beranang,P/L 3005,JALAN RINCHING TENGAH,DETACHED PLOT - RESIDENTIAL USE,7072,28,198000,FREEHOLD,0 ftA2,7969.893952,435.3044807,316.3831073,563.891445,8553.975254,1970.319645,406.9442793,6,3,20,20,1,1,20,15039.48,114.35,110,136.7225455
2015,Beranang,P/L 3006,JALAN RINCHING TENGAH,DETACHED PLOT - RESIDENTIAL USE,6652,28,186260,FREEHOLD,0 ftA2,7969.893952,435.3044807,316.3831073,563.891445,8553.975254,1970.319645,406.9442793,6,3,20,20,1,1,20,15039.48,114.35,110,136.7225455
2015,Beranang,P/L 3007,JALAN RINCHING TENGAH,DETACHED PLOT - RESIDENTIAL USE,6566,38,250000,FREEHOLD,0 ftA2,7969.893952,435.3044807,316.3831073,563.891445,8553.975254,1970.319645,406.9442793,6,3,20,20,1,1,20,15039.48,114.35,110,136.7225455
2013,Beranang,P/L 3008,JALAN RINCHING TENGAH,DETACHED PLOT - RESIDENTIAL USE,6631,20,132600,FREEHOLD,0 ftA2,7969.893952,435.3044807,316.3831073,563.891445,8553.975254,1970.319645,406.9442793,6,3,20,20,1,1,20,14660.04,107.1,110,133.2730909
2013,Beranang,P/L 3009,KAMPUNG RINCHING TENGAH,DETACHED PLOT - RESIDENTIAL USE,5640,20,112800,FREEHOLD,0 ftA2,6307.135204,373.6795739,246.727518,404.4092347,8177.975405,658.0869996,238.0845491,20,8,20,20,5,11,20,14660.04,107.1,110,133.2730909
2013,Beranang,P/L 3011,JALAN RINCHING TENGAH,DETACHED PLOT - RESIDENTIAL USE,5845,20,116900,FREEHOLD,0 ftA2,7969.893952,435.3044807,316.3831073,563.891445,8553.975254,1970.319645,406.9442793,6,3,20,20,1,1,20,14660.04,107.1,110,133.2730909
2015,Beranang,KAMPUNG SESAPAN BATU REMBAU,SEMENYIH/BERANANG,AGRICULTURE PLOT,143748,3,500000,FREEHOLD,0 ftA2,583.0837694,12.41636469,0,425.6762923,547.7959707,284.6007383,279.2590716,20,9,20,20,2,6,20,15039.48,114.35,110,136.7225455
2013,Beranang,KAMPUNG SESAPAN BATU REMBAU,OFF JALAN SESAPAN BATU REMBAU,AGRICULTURE PLOT,56628,3,180000,FREEHOLD,0 ftA2,583.0837694,12.41636469,0,425.6762923,547.7959707,284.6007383,279.2590716,20,9,20,20,2,6,20,14660.04,107.1,110,133.2730909
2017,Beranang,KAMPUNG BUKIT KEPONG,KAMPUNG SUNGAI JAI,AGRICULTURE PLOT,60984,2,140000,FREEHOLD,0 ftA2,4677.90161,60.102752,113.9202706,102.6441851,6563.406993,125.5821415,176.5212607,20,13,20,20,6,7,20,15526.77,120.25,110,141.1524545
2016,Beranang,KAMPUNG BUKIT KEPONG,KAMPUNG SUNGAI JAI,AGRICULTURE PLOT,60984,2,140000,FREEHOLD,0 ftA2,4677.90161,60.102752,113.9202706,102.6441851,6563.406993,125.5821415,176.5212607,20,13,20,20,6,7,20,15332.69,116.18,110,139.3880909
2016,Beranang,KAMPUNG BUKIT KEPONG,KAMPUNG SUNGAI JAI,AGRICULTURE PLOT,65340,5,335000,FREEHOLD,0 ftA2,4677.90161,60.102752,113.9202706,102.6441851,6563.406993,125.5821415,176.5212607,20,13,20,20,6,7,20,15332.69,116.18,110,139.3880909
2014,Beranang,KAMPUNG BUKIT KEPONG,SPDN N9,AGRICULTURE PLOT,174240,3,600000,FREEHOLD,0 ftA2,4565.732292,533.5624161,111.0782187,47.21013581,6397.448405,1157.27952,205.1578625,20,13,20,20,8,10,20,14846.51,110.85,110,134.9682727
2016,Beranang,KAMPUNG SESAPAN KELUBI,JALAN SESAPAN KELUBI,AGRICULTURE PLOT,117612,2,230000,FREEHOLD,0 ftA2,3587.762432,NA,44.17064539,555.0370833,3074.782974,NA,107.5232953,0,4,6,20,0,3,7,15332.69,116.18,110,139.3880909
2015,Beranang,OFF JALAN ENAM KAKI,BERANANG HILIR,AGRICULTURE PLOT,40795,4,180000,FREEHOLD,0 ftA2,3911.244715,451.6993283,64.89913865,436.9140559,5714.96804,500.0131341,254.4543997,20,15,20,20,6,17,20,15039.48,114.35,110,136.7225455
2015,Beranang,OFF JALAN ENAM KAKI,SPDN N9,AGRICULTURE PLOT,113256,4,470000,FREEHOLD,0 ftA2,4565.732292,533.5624161,111.0782187,47.21013581,6397.448405,1157.27952,205.1578625,20,13,20,20,8,10,20,15039.48,114.35,110,136.7225455
2017,Beranang,P/L 1240 (KAMPUNG SUNGAI KEMBONG),JALAN P/L 1240,DETACHED PLOT - RESIDENTIAL USE,6254,10,60000,FREEHOLD,0 ftA2,6720.39334,254.6350721,NA,153.8297981,8165.526153,1548.827054,130.0583222,17,6,20,20,3,10,0,15526.77,120.25,110,141.1524545
2015,Beranang,P/L 1240 (KAMPUNG SUNGAI KEMBONG),KAMPUNG SUNGAI KEMBONG,DETACHED PLOT - RESIDENTIAL USE,5231,11,55000,FREEHOLD,0 ftA2,7827.401763,NA,NA,1439.124987,5147.339171,1991.672326,NA,0,2,2,20,1,0,0,15039.48,114.35,110,136.7225455
2014,Beranang,P/L 1240 (KAMPUNG SUNGAI KEMBONG),KAMPUNG SUNGAI KEMBONG,DETACHED PLOT - RESIDENTIAL USE,4844,8,40000,FREEHOLD,0 ftA2,7827.401763,NA,NA,1439.124987,5147.339171,1991.672326,NA,0,2,2,20,1,0,0,14846.51,110.85,110,134.9682727
2014,Beranang,P/L 1240 (KAMPUNG SUNGAI KEMBONG),KAMPUNG SUNGAI KEMBONG,DETACHED PLOT - RESIDENTIAL USE,3746,29,110000,LEASEHOLD,0 ftA2,7827.401763,NA,NA,1439.124987,5147.339171,1991.672326,NA,0,2,2,20,1,0,0,14846.51,110.85,110,134.9682727
2017,Beranang,OFF JALAN BANGI LAMA (KAJANG),KAMPUNG SUNGAI KEMBONG HILIR,DEVELOPMENT LAND,274428,11,3156200,FREEHOLD,0 ftA2,NA,1145.253193,156.1949912,1084.2119,1976.210637,NA,NA,4,4,4,19,0,0,12,15526.77,120.25,110,141.1524545
2014,Beranang,OFF JALAN BANGI LAMA (KAJANG),KAMPUNG SUNGAI KEMBONG HILIR,DEVELOPMENT LAND,313632,9,2940000,FREEHOLD,0 ftA2,NA,1145.253193,156.1949912,1084.2119,1976.210637,NA,NA,4,4,4,19,0,0,12,14846.51,110.85,110,134.9682727
2016,Beranang,OFF JALAN KUARI,SPDN N9,EMPTY PLOT - DEVELOPMENT PLOT,60984,6,350000,FREEHOLD,0 ftA2,4565.732292,533.5624161,111.0782187,47.21013581,6397.448405,1157.27952,205.1578625,20,13,20,20,8,10,20,15332.69,116.18,110,139.3880909
2015,Beranang,OFF JALAN KUARI,SPDN N9,EMPTY PLOT - DEVELOPMENT PLOT,47916,9,457875,FREEHOLD,0 ftA2,4565.732292,533.5624161,111.0782187,47.21013581,6397.448405,1157.27952,205.1578625,20,13,20,20,8,10,20,15039.48,114.35,110,136.7225455
2015,Beranang,OFF JALAN KUARI,SPDN N9,EMPTY PLOT - DEVELOPMENT PLOT,126324,8,1042125,FREEHOLD,0 ftA2,4565.732292,533.5624161,111.0782187,47.21013581,6397.448405,1157.27952,205.1578625,20,13,20,20,8,10,20,15039.48,114.35,110,136.7225455
2016,Beranang,P/L 1025,SESAPAN BATU,DETACHED PLOT - RESIDENTIAL USE,5856,21,122900,FREEHOLD,0 ftA2,3911.244715,451.6993283,64.89913865,436.9140559,5714.96804,500.0131341,254.4543997,20,15,20,20,6,17,20,15332.69,116.18,110,139.3880909
2013,Beranang,P/L 1467 (KAMPUNG SESAPAN KELUBI),KAMPUNG SUNGAI JAI,DETACHED PLOT - RESIDENTIAL USE,4510,18,81000,FREEHOLD,0 ftA2,4677.90161,60.102752,113.9202706,102.6441851,6563.406993,125.5821415,176.5212607,20,13,20,20,6,7,20,14660.04,107.1,110,133.2730909
2016,Beranang,KAMPUNG KUALA PAJAM,JALAN,AGRICULTURE PLOT,74052,1,100000,FREEHOLD,0 ftA2,7858.057853,905.9105776,207.0437365,507.2549314,9179.904276,NA,173.3394185,8,4,20,20,0,5,20,15332.69,116.18,110,139.3880909
2015,Beranang,KAMPUNG KUALA PAJAM,OFF JALAN KUALA PAJAM/ENAM KAKI,AGRICULTURE PLOT,383328,4,1524600,FREEHOLD,0 ftA2,6798.837773,748.3477722,202.2534512,377.3460585,7201.697432,602.1688681,52.89302714,19,8,20,20,3,12,20,15039.48,114.35,110,136.7225455
2015,Beranang,KAMPUNG SESAPAN BATU MINANGKABAU,SESAPAN BATU,AGRICULTURE PLOT,69696,4,300000,FREEHOLD,0 ftA2,3911.244715,451.6993283,64.89913865,436.9140559,5714.96804,500.0131341,254.4543997,20,15,20,20,6,17,20,15039.48,114.35,110,136.7225455
2015,Beranang,P/L 1706 (SESAPAN BATU REMBAU),OFF JALAN KESUMA 7,DETACHED PLOT - RESIDENTIAL USE,5522,26,145000,FREEHOLD,0 ftA2,7827.401763,NA,NA,1439.124987,5147.339171,1991.672326,NA,0,2,2,20,1,0,0,15039.48,114.35,110,136.7225455
2014,Beranang,P/L 1706 (SESAPAN BATU REMBAU),OFF JALAN KESUMA 7,DETACHED PLOT - RESIDENTIAL USE,5522,22,120000,FREEHOLD,0 ftA2,7827.401763,NA,NA,1439.124987,5147.339171,1991.672326,NA,0,2,2,20,1,0,0,14846.51,110.85,110,134.9682727
2015,Beranang,JALAN SEMENYIH,KAMPUNG RINCHING TENGAH,DEVELOPMENT LAND,87120,31,2700000,FREEHOLD,0 ftA2,6307.135204,373.6795739,246.727518,404.4092347,8177.975405,658.0869996,238.0845491,20,8,20,20,5,11,20,15039.48,114.35,110,136.7225455
2017,Beranang,OFF JALAN SEMENYIH,PERSIARAN TASIK KESUMA,EMPTY PLOT - DEVELOPMENT PLOT,257004,35,8993160,FREEHOLD,0 ftA2,3037.409549,374.4421261,416.6442798,288.7328849,2862.116691,962.7277325,112.7035131,2,4,17,20,2,3,12,15526.77,120.25,110,141.1524545
